paper_id,source_url,doi
AE-DO THI XUAN(6-12)042,https://doi.org/10.22144/ctu.jen.2017.042,10.22144/ctu.jen.2017.042
AE-NGUYEN DIEN TRUNG(13-18)043,https://doi.org/10.22144/ctu.jen.2017.043,10.22144/ctu.jen.2017.043
AE-NGUYEN HUYNH ANH DUY(19-26)044,https://doi.org/10.22144/ctu.jen.2017.044,10.22144/ctu.jen.2017.044
AE-NGUYEN NGOC TAN(27-32)045,https://doi.org/10.22144/ctu.jen.2017.045,10.22144/ctu.jen.2017.045
AE-NGUYEN THI THU TRAM(33-36)046,https://doi.org/10.22144/ctu.jen.2017.046,10.22144/ctu.jen.2017.046
AE-VO VAN TAI(37-44)047,https://doi.org/10.22144/ctu.jen.2017.047,10.22144/ctu.jen.2017.047
BE-HUYNH KIM DIEU(45-50)048,https://doi.org/10.22144/ctu.jen.2017.048,10.22144/ctu.jen.2017.048
BE-HUYNH NGUYEN NHU THU(51-57)049,https://doi.org/10.22144/ctu.jen.2017.049,10.22144/ctu.jen.2017.049
BE-HUYNH THANH TOI(58-64)050,https://doi.org/10.22144/ctu.jen.2017.050,10.22144/ctu.jen.2017.050
BE-NGO THI THU THAO(65-73)051,https://doi.org/10.22144/ctu.jen.2017.051,10.22144/ctu.jen.2017.051
BE-NGUYEN THI TRUC LINH(74-81)052,https://doi.org/10.22144/ctu.jen.2017.052,10.22144/ctu.jen.2017.052
BE-TRAN NGOC HAI(82-90)053,https://doi.org/10.22144/ctu.jen.2017.053,10.22144/ctu.jen.2017.053
CE-DO THI NGOC NHI(91-99)054,https://doi.org/10.22144/ctu.jen.2017.054,10.22144/ctu.jen.2017.054
CE-LE THI DIEU HA(100-108)055,https://doi.org/10.22144/ctu.jen.2017.055,10.22144/ctu.jen.2017.055
CE-NGAN COLLINS(109-117)056,https://doi.org/10.22144/ctu.jen.2017.056,10.22144/ctu.jen.2017.056
CE-NGUYEN VAN LOI(118-125)057,https://doi.org/10.22144/ctu.jen.2017.057,10.22144/ctu.jen.2017.057
CE-PHAM DINH XUAN THU(126-137)058,https://doi.org/10.22144/ctu.jen.2017.058,10.22144/ctu.jen.2017.058
CE-TRAN THI BE BA(138-147)059,https://doi.org/10.22144/ctu.jen.2017.059,10.22144/ctu.jen.2017.059
CTU-BE-LE HUNG CUONG(92-99)046,https://doi.org/10.22144/ctu.jen.2022.046,10.22144/ctu.jen.2022.046
DE-HUYNH NHUT PHUONG(148-159)060,https://doi.org/10.22144/ctu.jen.2017.060,10.22144/ctu.jen.2017.060
DE-NGUYEN PHAM THANH NAM(160-169)061,https://doi.org/10.22144/ctu.jen.2017.061,10.22144/ctu.jen.2017.061
